gene_id	gene_symbol	gene_aliases	hgnc_gene_id	inheritance	present_in	OMIM_mim_number	OMIM_phenotype_mim_number	OMIM_phenotypic_series_number	OMIM_inheritance	OMIM_phenotype_description	LOEUF	pLI	mis_z	CLINGEN_disease_label	CLINGEN_disease_mondo_id	CLINGEN_inheritance	CLINGEN_classification	GENCC_disease_name	GENCC_classification	GENCC_inheritance	PANEL_APP_UK_confidence	PANEL_APP_UK_penetrance	PANEL_APP_UK_mode_of_pathogenicity	PANEL_APP_UK_inheritance	PANEL_APP_UK_evidence	PANEL_APP_UK_phenotypes	PANEL_APP_UK_panel_name	PANEL_APP_AU_confidence	PANEL_APP_AU_penetrance	PANEL_APP_AU_mode_of_pathogenicity	PANEL_APP_AU_inheritance	PANEL_APP_AU_evidence	PANEL_APP_AU_phenotypes	PANEL_APP_AU_panel_name	DECIPHER_inheritance	DECIPHER_disease_names	CLINVAR_phenotypes	CLINVAR_clinical_significance	CLINVAR_stars	CLINVAR_variant_consequences	FRIDMAN_omim_phenotype_id	FRIDMAN_phenotype_category	FRIDMAN_inheritance
ENSG00000000419	DPM1	MPDS, CDGIE	HGNC:3005	AR	8: OMIM, ClinGen, GenCC, PanelAppUK, PanelAppAU, Decipher, ClinVar, Fridman	603503	608799		AR	Congenital disorder of glycosylation, type Ie	0.873	0.00016237	0.37836	congenital disorder of glycosylation type 1E	MONDO:0012123	AR	Definitive	congenital disorder of glycosylation type 1E; congenital disorder of glycosylation type 1E; congenital disorder of glycosylation type 1E; congenital disorder of glycosylation type 1E; congenital disorder of glycosylation type 1E	Strong; Strong; Supportive; Moderate; Definitive	AR; AR; AR; AR; AR	3; 2; 3; 3; 3; 3; 3; 3; 3; 3; 3	Complete; Complete; ; Complete; Complete; ; ; ; ; Complete; 	; ; ; ; ; ; ; ; ; ; 	AR; AR; AR; AR; AR; AR; AR; AR; AR; AR; AR	Expert Review Green, UKGTN, Radboud University Medical Center, Nijmegen, Literature, Illumina TruGenome Clinical Sequencing Services, Emory Genetics Laboratory; NHS GMS, London South GLH, Expert Review Amber, Emory Genetics Laboratory; Expert Review Green, Expert list; NHS GMS, Expert Review Green, Radboud University Medical Center, Nijmegen, Illumina TruGenome Clinical Sequencing Services, UKGTN, Emory Genetics Laboratory, Expert list; Expert Review Green, Literature; London North GLH, NHS GMS, Expert Review Green; PAGE DD-Gene2Phenotype, Expert Review Green; DD-Gene2Phenotype, Expert Review Green; Wessex and West Midlands GLH, NHS GMS, Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Radboud University Medical Center, Nijmegen; Next Generation Children Project, Expert Review Green, Expert list	Congenital disorder of glycosylation, type Ie, OMIM:608799, GDP-Man:Dol-P mannosyltransferase deficiency (Disorders of multiple glycosylation and other glycosylation pathways); Congenital disorder of glycosylation, type Ie, OMIM:608799; Congenital disorder of glycosylation, type Ie, OMIM:608799; Congenital disorder of glycosylation, type Ie, OMIM:608799; Congenital disorder of glycosylation, type Ie, OMIM:608799, GDP-Man:Dol-P mannosyltransferase deficiency (Disorders of multiple glycosylation and other glycosylation pathways); Congenital disorder of glycosylation, type Ie, OMIM:608799, GDP-Man:Dol-P mannosyltransferase deficiency (Disorders of multiple glycosylation and other glycosylation pathways); CONGENITAL DISORDERS OF GLYCOSYLATION; CONGENITAL DISORDERS OF GLYCOSYLATION 612379; Congenital disorder of glycosylation, type Ie, OMIM:608799; Congenital disorder of glycosylation, type Ie, OMIM:608799; Congenital disorder of glycosylation, type Ie, 608799	Congenital disorders of glycosylation; Congenital muscular dystrophy; Severe microcephaly; Skeletal dysplasia; Undiagnosed metabolic disorders; Likely inborn error of metabolism; Fetal anomalies; DDG2P; Early onset or syndromic epilepsy; Intellectual disability; Research panel - Severe Paediatric Disorders	3; 3; 3; 3; 3; 3; 3	; ; ; ; ; ; 	; ; ; ; ; ; 	AR; AR; AR; AR; AR; AR; AR	Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Literature; Expert Review Green, Victorian Clinical Genetics Services, Australian Genomics Health Alliance Epilepsy Flagship; Expert Review Green, Genetic Health Queensland; Illumina TruGenome Clinical Sequencing Services, UKGTN, Radboud University Medical Center, Nijmegen, Expert Review Green, NHS GMS, Expert list, Emory Genetics Laboratory; Expert Review Green, Genomics England PanelApp, Literature, Victorian Clinical Genetics Services	Congenital disorder of glycosylation, type Ie, MIM# 608799; Congenital disorder of glycosylation, type Ie, 608799; Congenital disorder of glycosylation, type Ie 608799; Congenital disorder of glycosylation, type Ie, 608799; Congenital disorder of glycosylation, type Ie, MIM# 608799; Congenital disorder of glycosylation, type Ie 608799; Congenital disorder of glycosylation, type Ie, 608799	Congenital Disorders of Glycosylation; Mendeliome; Microcephaly; Genetic Epilepsy; Intellectual disability syndromic and non-syndromic; Skeletal dysplasia; Fetal anomalies	AR	congenital disorder of glycosylation type 1E	Congenital disorder of glycosylation type 1E, DPM1-related disorder, Inborn genetic diseases, not provided	Likely pathogenic, Pathogenic, Pathogenic/Likely pathogenic	2.0	3_prime_UTR_variant, 5_prime_UTR_variant, frameshift_variant, intron_variant, missense_variant	608799	Metabolic-ID	AR
ENSG00000000971	CFH	HUS, FHL1, ARMS1, ARMD4	HGNC:4883	AD; AD/AR; AD/AR (AR is more severe); AR; SD	7: OMIM, ClinGen, GenCC, PanelAppUK, PanelAppAU, Decipher, ClinVar	134370; 134370; 134370; 134370	610698; 126700; 609814; 235400	; ; ; 	AD; AD; AD/AR; AD/AR	Macular degeneration, age-related, 4; Basal laminar drusen; Complement factor H deficiency; Hemolytic uremic syndrome, atypical, susceptibility to, 1	0.324	0.86061	0.99735	C3 glomerulonephritis; atypical hemolytic-uremic syndrome	MONDO:0013892; MONDO:0016244	AR; SD	Definitive; Definitive	Doyne honeycomb retinal dystrophy; dense deposit disease; basal laminar drusen; hemolytic uremic syndrome, atypical, susceptibility to, 1; complement factor H deficiency; basal laminar drusen; hemolytic uremic syndrome, atypical, susceptibility to, 1; complement factor H deficiency; primary membranoproliferative glomerulonephritis; atypical hemolytic-uremic syndrome	Supportive; Supportive; Strong; Moderate; Moderate; Limited; Strong; Strong; Definitive; Definitive	AD; AR; AD; AD; AR; ; AD; AR; AR; SD	3; 3; 3; 3; 3; 3; 3; 3	; Complete; Complete; ; Complete; Complete; ; 	; ; ; ; ; ; ; 	AD/AR; AR; AD/AR; AD/AR; AD/AR; AD; AD/AR; AD/AR	IUIS Classification February 2018, London North GLH, NHS GMS, Inherited complement deficiency v0.11, GRID V2.0, Victorian Clinical Genetics Services, North West GLH, ESID Registry 20171117, Expert Review Green, NHS GMS, North West GLH, London North GLH, IUIS Classification February 2018, Victorian Clinical Genetics Services, Expert Review Green, ESID Registry 20171117, GRID V2.0, Inherited complement deficiency v0.11; NHS GMS, Expert Review Green, Expert list; NHS GMS, Expert Review Green, UKGTN, Illumina TruGenome Clinical Sequencing Services, Radboud University Medical Center, Nijmegen, Eligibility statement prior genetic testing; NHS GMS, North West GLH, London North GLH, IUIS Classification February 2018, Victorian Clinical Genetics Services, Expert Review Green, ESID Registry 20171117, GRID V2.0, Inherited complement deficiency v0.11; Expert Review Green, UKGTN, Emory Genetics Laboratory, Illumina TruGenome Clinical Sequencing Services, Expert list, Radboud University Medical Center, Nijmegen; Expert Review Green, NHS GMS; Next Generation Children Project, Expert Review Green, Expert list; Next Generation Children Project, Expert Review Green, Expert list	Complement Deficiencies, Complement factor H deficiency, 609814, Infections, disseminated neisserial infections, atypical Hemolytic-uremic syndrome, preeclampsia, dense deposit disease; C3 glomerulopathy, C3G, Immune complex MPGN, IC-MPGN, Hemolytic uremic syndrome, atypical, susceptibility to, 1, 235400, Dense Deposit Disease, Membranoproliferative Glomerulonephritis Type II, Immune-complex-mediated MPGN; Hemolytic uremic syndrome, atypical, susceptibility to, 1 235400; Complement factor H deficiency, 609814, Infections, disseminated neisserial infections, atypical Hemolytic-uremic syndrome, preeclampsia, dense deposit disease, Complement Deficiencies; Complement factor H deficiency 609814, {Hemolytic uremic syndrome, atypical, susceptibility to, 1} 235400; {Macular degeneration, age-related, 4} 610698, Basal laminar drusen, 126700; Basal laminar drusen, 126700, Complement factor H deficiency, 609814; Basal laminar drusen, 126700, Complement factor H deficiency, 609814	COVID-19 research; Membranoproliferative glomerulonephritis including C3 glomerulopathy; Atypical haemolytic uraemic syndrome; Primary immunodeficiency or monogenic inflammatory bowel disease; Unexplained kidney failure in young people; Retinal disorders; Research panel - Severe Paediatric Disorders; Research panel - Severe Paediatric Disorders	3; 3; 3; 3; 3	; ; ; ; 	; ; ; ; 	AD/AR (AR is more severe); AD; AR; AR; AR	Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Royal Melbourne Hospital; Expert Review Green, Mackenzie's Mission; Expert Review Green, Mackenzie's Mission; Expert Review Green, BabySeq Category C gene	Basal laminar drusen MIM#126700, Complement factor H deficiency MIM#609814, {Hemolytic uremic syndrome, atypical, susceptibility to, 1} MIMI#235400; Basal laminar drusen, 126700; Complement factor H deficiency, 609814 (3); Complement factor H deficiency, 609814 (3); Complement factor H deficiency, MIM# 609814	Mendeliome; Macular Dystrophy/Stargardt Disease; Mackenzie's Mission_Reproductive Carrier Screening; Prepair 1000+; Genomic newborn screening: BabyScreen+	AD; AD; AD; AR; AR; AR; SD	Doyne honeycomb retinal dystrophy; basal laminar drusen; hemolytic uremic syndrome, atypical, susceptibility to, 1; complement factor H deficiency; dense deposit disease; primary membranoproliferative glomerulonephritis; atypical hemolytic-uremic syndrome	, 1, Age related macular degeneration 4, Atypical hemolytic-uremic syndrome, Basal laminar drusen	Likely pathogenic, Pathogenic, Pathogenic/Likely pathogenic, Pathogenic; risk factor	2.0	frameshift_variant, inframe_deletion, intron_variant, missense_variant, non_coding_transcript_exon_variant			
ENSG00000001084	GCLC	GCS	HGNC:4311	AR	5: OMIM, GenCC, PanelAppUK, PanelAppAU, ClinVar	606857; 606857	608446; 230450	; 	; AR	Myocardial infarction, susceptibility to; Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency	0.401	0.42718	2.5494					gamma-glutamylcysteine synthetase deficiency; gamma-glutamylcysteine synthetase deficiency; gamma-glutamylcysteine synthetase deficiency; cystic fibrosis	Moderate; Supportive; Strong; Supportive	AR; AR; AR; AR	1; 3; 3; 3; 3; 3; 3	Complete; Complete; ; Complete; ; ; 	; ; ; ; ; ; 	; AR; AR; AR; AR; AR; AR	Radboud University Medical Center, Nijmegen; Expert Review Green, Radboud University Medical Center, Nijmegen; North West GLH, Yorkshire and North East GLH, London South GLH, NHS GMS, Expert Review Green, Wessex and West Midlands GLH; Expert Review Green, Literature; London North GLH, NHS GMS, Expert Review Green; Next Generation Children Project, Expert Review Green, Expert list; Next Generation Children Project, Expert Review Green, Expert list	Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450, {Myocardial infarction, susceptibility to}, 608446, Myocardial infarction, susceptibility to, 608446; Enzyme Disorder, Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450, Glutamate-cysteine ligase deficiency; 230450 Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450 Glutamate-cysteine ligase deficiency, Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450, Glutamate-cysteine ligase deficiency, Enzyme Disorder; Gamma-glutamylcysteine synthetase deficiency (Disorders of the gamma-glutamyl cycle), Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency  230450; Gamma-glutamylcysteine synthetase deficiency (Disorders of the gamma-glutamyl cycle), Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency  230450; Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450; Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450	Familial hypercholesterolaemia; Cytopenias and congenital anaemias; Rare anaemia; Undiagnosed metabolic disorders; Likely inborn error of metabolism; Research panel - Severe Paediatric Disorders; Research panel - Severe Paediatric Disorders	3; 3; 3; 3; 3	; ; ; ; 	; ; ; ; 	AR; AR; AR; AR; AR	Expert Review Green, NHS GMS, Victorian Clinical Genetics Services; Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Yorkshire and North East GLH, NHS GMS, Wessex and West Midlands GLH, North West GLH, London South GLH; Expert Review Green, NHS GMS; Expert Review Green, Other	Haemolytic anaemia due to gamma-glutamylcysteine synthetase deficiency MIM#230450, Disorders of the gamma-glutamyl cycle; Haemolytic anaemia due to gamma-glutamylcysteine synthetase deficiency, MIM# 230450; Haemolytic anaemia due to gamma-glutamylcysteine synthetase deficiency, MIM# 230450; Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency MIM#230450, Disorders of the gamma-glutamyl cycle; Gamma-glutamylcysteine synthetase deficiency MONDO:0009259, Disorders of glutathione metabolism	Mendeliome; Regression; Red cell disorders; Miscellaneous Metabolic Disorders; Aminoacidopathy			Gamma-glutamylcysteine synthetase deficiency	Pathogenic	0.0	5_prime_UTR_variant, intron_variant, missense_variant, non_coding_transcript_exon_variant			
ENSG00000001497	LAS1L	FLJ12525, LAS1	HGNC:25726	XL; XR	7: OMIM, ClinGen, GenCC, PanelAppUK, PanelAppAU, Decipher, ClinVar	300964	309585		XR	Wilson-Turner syndrome	0.179	0.99955	2.6661	X-linked syndromic intellectual disability	MONDO:0020119	XL	Limited	Wilson-Turner syndrome; Wilson-Turner syndrome; spinal muscular atrophy with respiratory distress type 2; Wilson-Turner syndrome; X-linked syndromic intellectual disability; Wilson-Turner syndrome	Limited; Supportive; Supportive; Strong; Limited; Limited	XR; XR; ; XR; XR; XR	2	Complete		XR	Expert Review Amber, Victorian Clinical Genetics Services	Wilson-Turner syndrome 309585	Intellectual disability	3; 3	; 	; 	XR; XR	Expert Review Green, Expert Review, Victorian Clinical Genetics Services; Expert Review Green, Genetic Health Queensland	Wilson-Turner syndrome, MIM# 309585; Wilson-Turner syndrome, MIM# 309585	Mendeliome; Intellectual disability syndromic and non-syndromic	XR; XR	Wilson-Turner syndrome; X-linked syndromic intellectual disability	Global developmental delay, Inborn genetic diseases, Wilson-Turner syndrome, not provided	Likely pathogenic, Pathogenic	2.0	3_prime_UTR_variant, intron_variant, missense_variant, non_coding_transcript_exon_variant			
ENSG00000001617	SEMA3F	SEMAK, SEMA4	HGNC:10728	AD; Unknown	2: PanelAppUK, PanelAppAU																3; 1	; 	; 	AD; Unknown	NHS GMS, Expert Review Green, Literature; Expert list	Hypogonadotropic hypogonadism, MONDO:0018555; megacolon, MONDO:0001273	Hypogonadotropic hypogonadism (GMS); Paediatric pseudo-obstruction syndrome	3; 3	; 	; 	AD; AD	Expert Review Green, Literature; Expert Review Green, Literature	Hypogonadotropic hypogonadism; Hypogonadotropic hypogonadism	Differences of Sex Development; Mendeliome									
ENSG00000001626	CFTR	MRP7, ABC35, TNR-CFTR, DJ760C5.1, CFTR/MRP	HGNC:1884	AD; AD/AR; AR	7: OMIM, GenCC, PanelAppUK, PanelAppAU, Decipher, ClinVar, Fridman	602421; 602421; 602421; 602421	219700; 277180; 167800; 211400	; ; ; 	AR; AR; AD; AD	Cystic fibrosis; Congenital bilateral absence of vas deferens; Pancreatitis, hereditary; Bronchiectasis with or without elevated sweat chloride 1, modifier of	1.307	2.1735e-58	-3.1397					hereditary chronic pancreatitis; cystic fibrosis; cystic fibrosis; cystic fibrosis; congenital bilateral absence of vas deferens; cystic fibrosis	Limited; Definitive; Definitive; Supportive; Supportive; Strong	AD; AR; AR; AR; AR; AR	3; 3; 0; 3; 3; 3; 2; 3; 1; 3; 3; 3; 3; 3; 3	Complete; ; ; ; ; ; ; ; Complete; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	AR; ; AD; AR; AR; AR; AR; AR; ; AR; AR; AD; AD/AR; AD/AR; AD/AR	Expert Review Green, Eligibility statement prior genetic testing, Emory Genetics Laboratory, Illumina TruGenome Clinical Sequencing Services, Radboud University Medical Center, Nijmegen; Expert Review Green, ClinicalTrials.gov; Expert Review, Expert Review Removed; Expert Review Green, Victorian Clinical Genetics Services, Emory Genetics Laboratory; Expert Review Green, IUIS Classification February 2018, IUIS Classification December 2019, IUIS Classification December 2019, IUIS Classification February 2018; Expert Review Green, Expert list; IUIS Classification December 2019, Expert Review Amber, IUIS Classification February 2018; Expert Review Green, NHS GMS, EUROPAC; Emory Genetics Laboratory; Expert Review Green, NHS GMS; PAGE Additional Gene List, Expert Review Green; Expert Review Green, Expert list; Next Generation Children Project, Expert Review Green, Expert list; Next Generation Children Project, Expert Review Green, Expert list; Next Generation Children Project, Expert Review Green, Expert list	Cystic fibrosis, 219700, Congenital bilateral absence of vas deferens, 277180, Sweat chloride elevation without CF, {Pancreatitis, idiopathic}, 167800, {Hypertrypsinemia, neonatal}, {Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400, Cystic Fibrosis, Bronchiectasis; Cystic Fibrosis; ENST00000003084.10, Carrier status, Cystic Fibrosis, Adult-only; Neonatal and Adult Cholestasis, Cholestasis, Cystic fibrosis, 219700, Pancreatitis, 167800; Congenital defects of phagocyte number or function, Cystic fibrosis, 219700, Respiratory infections, pancreatic insufficiency, elevated sweat chloride; Cholestasis, Neonatal and Adult Cholestasis, Cystic fibrosis, OMIM:219700, MONDO:0009061, {Pancreatitis, hereditary}, OMIM:167800; Respiratory infections, pancreatic insufficiency, elevated sweat chloride, Cystic fibrosis, 219700, Congenital defects of phagocyte number or function; {Pancreatitis, hereditary} 167800, Cystic fibrosis   219700; ciliopathies; Cystic Fibrosis, Ciliopathies, Congenital bilateral absence of vas deferens, 277180, Sweat chloride elevation without CF, {Hypertrypsinemia, neonatal}, Cystic fibrosis, 219700, {Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400, Bronchiectasis, {Pancreatitis, idiopathic}, 167800; Cystic fibrosis 219700; Carrier status, Cystic Fibrosis, Adult-only; Congenital bilateral absence of vas deferens, 277180, Sweat chloride elevation without CF; Congenital bilateral absence of vas deferens, 277180, Sweat chloride elevation without CF; Congenital bilateral absence of vas deferens, 277180, Sweat chloride elevation without CF	Non-CF bronchiectasis; Gene therapy clinical trials; Additional findings health related; Neonatal cholestasis; COVID-19 research; Cholestasis; Primary immunodeficiency or monogenic inflammatory bowel disease; Pancreatitis; Primary ciliary disorders; Respiratory ciliopathies including non-CF bronchiectasis; Fetal anomalies; Additional findings reproductive carrier status; Research panel - Severe Paediatric Disorders; Research panel - Severe Paediatric Disorders; Research panel - Severe Paediatric Disorders	2; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 0; 0; 3	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	AR; AR; AR; AR; AR; AR; AR; AR; AR; AR; AR; AR; AR; AR; AR; AR	Expert Review Amber, Victorian Clinical Genetics Services; Expert Review Green, Expert list; Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Expert list, Victorian Clinical Genetics Services; Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Literature; Expert Review Green, Expert list; Expert Review Green, Mackenzie's Mission; BabySeq Category A gene, Expert Review Green; Expert Review Green, Genomics England PanelApp; Expert Review Green, Mackenzie's Mission; Expert Review Green, Expert list; Expert list; Expert list; Expert Review Green, Mackenzie's Mission	Cystic fibrosis, MIM# 219700; Cystic fibrosis, bronchiectasis; Cystic fibrosis, MIM# 219700; Cystic fibrosis, MIM# 219700; Cystic fibrosis, MIM# 219700, Congenital bilateral absence of vas deferens, MIM# 277180; Cystic fibrosis; Cystic fibrosis, MIM# 219700; Cystic fibrosis, MIM#  219700; Cystic fibrosis, 219700 (3); Cystic fibrosis; Cystic fibrosis, MIM# 219700; Cystic fibrosis, MIM#219700, MONDO:0009061; Cystic fibrosis MONDO:0009061; Congenital bilateral absence of vas deferens MIM#277180, Cystic fibrosis MIM#219700; Congenital bilateral absence of vas deferens MIM#277180, Cystic fibrosis MIM#219700; Cystic fibrosis, MIM#219700, MONDO:0009061	Cholestasis; Ciliary Dyskinesia; Congenital Diarrhoea; Interstitial Lung Disease; Mendeliome; Pancreatitis; Pulmonary Fibrosis_Interstitial Lung Disease; Phagocyte Defects; Mackenzie's Mission_Reproductive Carrier Screening; Additional findings_Paediatric; Fetal anomalies; Prepair 1000+; Pneumothorax; Transplant Co-Morbidity Superpanel; Transplant Co-Morbidity Superpanel; Prepair 500+	AD; AR; AR	hereditary chronic pancreatitis; congenital bilateral absence of vas deferens; cystic fibrosis	2, Abnormality of metabolism/homeostasis, Bronchiectasis with or without elevated sweat chloride 1, CFTR-related disorder, Congenital bilateral absence of vas deferens	Likely pathogenic, Pathogenic, Pathogenic/Likely pathogenic, Pathogenic/Likely pathogenic; other, Pathogenic; drug response	4.0	3_prime_UTR_variant, 5_prime_UTR_variant, coding_sequence_variant, frameshift_variant, inframe_deletion	277180	Metabolic	AR
ENSG00000001630	CYP51A1	CP51, CYPL1, P450L1, LDM, P450-14DM	HGNC:2649	AR; Unknown	4: GenCC, PanelAppUK, PanelAppAU, Decipher													cataract	Definitive	AR	3	Complete		AR	Expert Review Green, Expert list	Autosomal recessive cataract due to abnormal sterol metabolism	Bilateral congenital or childhood onset cataracts	3; 3	; 	; 	Unknown; AR	Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Victorian Clinical Genetics Services	Congenital cataract, infantile liver disease; congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome MONDO#0033853	Cataract; Mendeliome	AR	cataract							
ENSG00000001631	KRIT1	CAM	HGNC:1573	AD	6: OMIM, GenCC, PanelAppUK, PanelAppAU, Decipher, ClinVar	604214; 604214; 604214	116860; 116860; 116860	; ; 	AD; AD; AD	Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations; Cerebral cavernous malformations-1; Cavernous malformations of CNS and retina	0.499	0.00069333	1.4289					cerebral cavernous malformation 1; cerebral cavernous malformation 1; famililal cerebral cavernous malformations; cerebral cavernous malformation 1	Strong; Definitive; Supportive; Strong	AD; AD; AD; AD	3; 3; 3; 3	Complete; ; ; 	; ; ; 	AD; AD; AD; AD	Yorkshire and North East GLH, NHS GMS, Expert Review Green, Illumina TruGenome Clinical Sequencing Services, UKGTN, Emory Genetics Laboratory, Radboud University Medical Center, Nijmegen; London North GLH, NHS GMS, Expert Review Green; Expert Review Green, PAGE DD-Gene2Phenotype; Expert Review Green, DD-Gene2Phenotype	Cerebral cavernous malformations-1, OMIM:116860, Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations, OMIM:116860, Cavernous malformations of CNS and retina, OMIM:116860; CEREBRAL CAVERNOUS MALFORMATIONS 1, OMIM:116860; CEREBRAL CAVERNOUS MALFORMATIONS TYPE 1; CEREBRAL CAVERNOUS MALFORMATIONS TYPE 1, OMIM:116860	Cerebral vascular malformations; Vascular skin disorders; Fetal anomalies; DDG2P	3; 3; 3; 3; 3; 2; 2	; ; ; ; ; ; 	; ; ; ; ; ; 	AD; AD; AD; AD; AD; AD; AD	Expert Review Green, Victorian Clinical Genetics Services; Expert Review Green, Literature; Expert Review Green, Expert Review Green, Victorian Clinical Genetics Services, Royal Melbourne Hospital; Expert Review Green, Literature; Expert Review Green, Genomics England PanelApp; Expert Review Amber, Expert list; Expert Review Amber, Genomics England PanelApp	Cavernous malformations of CNS and retina, 116860, Cerebral cavernous malformations-1, 116860, Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations, 116860; Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations MIM#116860, Cavernous malformations of CNS and retina  MIM#116860, Cerebral cavernous malformations-1 MIM#116860; Cerebral cavernous malformations-1 116860, Cavernous malformations of CNS and retina 116860, Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations 116860; Cavernous malformations of CNS and retina  MIM#116860, Cerebral cavernous malformations-1 MIM#116860, Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations MIM#116860; Cavernous malformations of CNS and retina, 116860, Cerebral cavernous malformations-1, 116860, Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations, 116860; Cerebral cavernous malformations-1 MIM# 116860; Cavernous malformations of CNS and retina MIM#116860, Cerebral cavernous malformations-1 MIM#116860, Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations MIM#116860	Mendeliome; Genetic Epilepsy; Vascular Malformations_Germline; Stroke; Cerebral vascular malformations; Additional findings_Paediatric; Fetal anomalies	AD; AD	cerebral cavernous malformation 1; famililal cerebral cavernous malformations	Abnormal cerebral vascular morphology, Cavernous hemangioma, Cerebral cavernous malformation, Cerebral cavernous malformation 1, Hereditary cavernous hemangioma of brain	Likely pathogenic, Pathogenic, Pathogenic/Likely pathogenic	2.0	3_prime_UTR_variant, 5_prime_UTR_variant, coding_sequence_variant, frameshift_variant, inframe_deletion			
ENSG00000002822	MAD1L1	HSMAD1, TXBP181, MAD1, PIG9, TP53I9	HGNC:6762	AR	3: OMIM, GenCC, ClinVar	602686; 602686	176807; 620189	; 	; AR	Prostate cancer, somatic; Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition	0.969	6.8444e-16	0.025197					mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition; familial prostate carcinoma	Limited; Limited	AR; 																	DIFFUSE LARGE B-CELL, LYMPHOMA, MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 7 WITH INFLAMMATION AND TUMOR PREDISPOSITION (1 patient), Mosaic variegated aneuploidy syndrome 1, SOMATIC	Pathogenic	1.0	3_prime_UTR_variant, frameshift_variant, intron_variant, non_coding_transcript_exon_variant, stop_gained			
